# t (s),mx (),my (),mz (),B_extx (T),B_exty (T),B_extz (T),B_anisx (T),B_anisy (T),B_anisz (T),B_demagx (T),B_demagy (T),B_demagz (T),B_effx (T),B_effy (T),B_effz (T),B_exchx (T),B_exchy (T),B_exchz (T),B_customx (T),B_customy (T),B_customz (T),E_anis (J),E_demag (J),E_exch (J),E_total (J),E_Zeeman (J),E_mel (J),E_custom (J),Edens_anis (J/m3),Edens_custom (J/m3),Edens_demag (J/m3),Edens_exch (J/m3),Edens_mel (J/m3),Edens_total (J/m3),Edens_Zeeman (J/m3),ExchCoupling (arb.),F_melx (N/m3),F_mely (N/m3),F_melz (N/m3),Edens_mel (J/m3),ExchCoupling (arb.)
0.61,0.9716389,-0.00444804,0.01558185,0.1,0,0,0,0,1.95E-05,-0.05483221,0.001486207,-0.014515043,0.04516779,0.001486207,-0.014495566,8.38E-11,1.68E-10,1.86E-11,0.00E+00,0.00E+00,0.00E+00,-3.56E-21,1.05E-17,2.10E-18,-1.85E-17,-3.11E-17,0,0,-8.895145,0,26359.074,5237.8647,0,-46143.074,-77731.125,7.80E-11,0,0,0,0,7.80E-11
0.62,0.9633815,-0.025144367,8.77E-03,0.1,0,0,0,0,1.10E-05,-0.054099325,0.000963237,-0.00828385,0.045900684,0.000963237,-0.008272886,0.00E+00,-3.73E-11,1.86E-10,0.00E+00,0.00E+00,0.00E+00,-2.92E-21,1.01E-17,2.19E-18,-1.86E-17,-3.08E-17,0,0,-7.3080387,0,25137.82,5468.069,0,-46471.945,-77070.52,7.80E-11,0,0,0,0,7.80E-11
0.63,0.955877,-0.03378605,0.00388265,0.1,0,0,0,0,4.85E-06,-0.052734226,0.000240192,-0.00341352,0.04726577,0.000240192,-0.003408666,3.73E-11,-3.73E-11,7.45E-11,0.00E+00,0.00E+00,0.00E+00,-2.20E-21,9.52E-18,2.37E-18,-1.87E-17,-3.06E-17,0,0,-5.4884396,0,23788.885,5920.7285,0,-46766.047,-76470.16,7.80E-11,0,0,0,0,7.80E-11
0.64,0.95470077,-0.03564526,0.00176341,0.1,0,0,0,0,2.20E-06,-0.051946916,8.27E-05,-0.000304212,0.048053082,8.27E-05,-0.000302008,-1.86E-11,-5.59E-11,-1.86E-11,0.00E+00,0.00E+00,0.00E+00,-2.41E-21,9.50E-18,2.23E-18,-1.88E-17,-3.06E-17,0,0,-6.013703,0,23752.537,5585.4927,0,-47044.055,-76376.08,7.80E-11,0,0,0,0,7.80E-11
0.65,0.95538634,-0.031340107,-0.000891626,0.1,0,0,0,0,-1.11E-06,-0.051470093,5.72E-04,0.003018393,0.048529908,5.72E-04,0.003017279,3.73E-11,7.45E-11,-9.31E-11,0.00E+00,0.00E+00,0.00E+00,-3.16E-21,9.71E-18,1.94E-18,-1.89E-17,-3.06E-17,0,0,-7.9085784,0,24263.707,4842.7583,0,-47332.35,-76430.9,7.80E-11,0,0,0,0,7.80E-11
0.66,0.95123893,-0.020748787,-0.003896212,0.1,0,0,0,0,-4.87E-06,-0.051121973,0.001303713,0.005036326,0.048878025,0.001303713,0.005031455,0.00E+00,-2.24E-10,3.73E-11,0.00E+00,0.00E+00,0.00E+00,-2.58E-21,9.50E-18,1.88E-18,-1.91E-17,-3.04E-17,0,0,-6.448486,0,23761.553,4708.5566,0,-47635.46,-76099.12,7.80E-11,0,0,0,0,7.80E-11
0.67,0.94952863,-0.011839573,-0.004027606,0.1,0,0,0,0,-5.03E-06,-0.051406655,1.09E-03,0.003694143,0.04859334,1.09E-03,0.003689109,1.68E-10,-6.52E-11,-2.61E-10,0.00E+00,0.00E+00,0.00E+00,-2.04E-21,9.36E-18,1.87E-18,-1.92E-17,-3.04E-17,0,0,-5.1030226,0,23410.387,4680.199,0,-47876.805,-75962.28,7.80E-11,0,0,0,0,7.80E-11
0.68,0.95776486,-0.007799909,-0.00130683,0.10000001,0,0,0,0,-1.63E-06,-0.05284877,1.84E-04,0.000416539,0.047151227,1.84E-04,0.000414906,7.45E-11,1.30E-10,-6.52E-11,0.00E+00,0.00E+00,0.00E+00,-1.97E-21,9.57E-18,1.83E-18,-1.92E-17,-3.06E-17,0,0,-4.918741,0,23934.37,4570.339,0,-48121.406,-76621.195,7.80E-11,0,0,0,0,7.80E-11
0.69,0.9720104,-0.011228541,0.00297453,0.1,0,0,0,0,3.72E-06,-0.054949008,9.60E-05,-0.003652515,0.045050994,9.60E-05,-0.003648797,-1.86E-11,3.73E-11,-4.66E-11,0.00E+00,0.00E+00,0.00E+00,-2.82E-21,1.02E-17,1.60E-18,-1.93E-17,-3.11E-17,0,0,-7.0412264,0,25405.855,4004.9495,0,-48357.066,-77760.83,7.80E-11,0,0,0,0,7.80E-11
0.7,0.98034155,-0.02185401,0.006381487,0.10000001,0,0,0,0,7.98E-06,-0.05675662,0.000180418,-0.006629816,0.04324338,0.000180418,-0.00662184,-3.73E-11,7.45E-11,1.12E-10,0.00E+00,0.00E+00,0.00E+00,-2.58E-21,1.05E-17,1.46E-18,-1.94E-17,-3.14E-17,0,0,-6.4417505,0,26188.908,3639.9116,0,-48604.95,-78427.33,7.80E-11,0,0,0,0,7.80E-11
0.71,0.98049897,-0.035476245,0.008472804,0.1,0,0,0,0,1.06E-05,-0.057772096,6.38E-05,-0.007943759,0.04222791,6.38E-05,-0.007933167,1.86E-11,7.45E-11,7.45E-11,0.00E+00,0.00E+00,0.00E+00,-2.14E-21,1.04E-17,1.40E-18,-1.95E-17,-3.14E-17,0,0,-5.3426294,0,26108.693,3504.8228,0,-48831.74,-78439.914,7.80E-11,0,0,0,0,7.80E-11
0.72,0.9777901,-0.049841452,0.007755601,0.1,0,0,0,0,9.69E-06,-0.05802372,0.000949095,-0.006095545,0.04197628,0.000949095,-0.00608585,-4.66E-12,-7.45E-11,1.86E-10,0.00E+00,0.00E+00,0.00E+00,-1.68E-21,1.03E-17,1.36E-18,-1.96E-17,-3.13E-17,0,0,-4.198589,0,25781.262,3390.9304,0,-49055.22,-78223.22,7.80E-11,0,0,0,0,7.80E-11
0.73,0.9779889,-0.05651273,0.002814907,0.1,0,0,0,0,3.52E-06,-0.057723418,0.002721687,-0.001108285,0.042276584,0.002721688,-0.001104767,-2.56E-11,-1.12E-10,-7.45E-11,0.00E+00,0.00E+00,0.00E+00,-1.61E-21,1.02E-17,1.41E-18,-1.97E-17,-3.13E-17,0,0,-4.032768,0,25463.36,3534.9802,0,-49244.81,-78239.11,7.80E-11,0,0,0,0,7.80E-11
0.74,0.98148465,-0.0533749,-0.004333046,0.1,0,0,0,0,-5.42E-06,-0.0572847,3.88E-03,0.004722929,0.042715296,3.88E-03,0.004717513,1.40E-11,1.30E-10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.02E-21,1.03E-17,1.34E-18,-1.98E-17,-3.14E-17,0,0,-5.060074,0,25738.99,3352.1768,0,-49432.664,-78518.77,7.80E-11,0,0,0,0,7.80E-11
0.75,0.98106354,-0.037857722,-0.011819758,0.10000001,0,0,0,0,-1.48E-05,-0.056298032,0.003550477,0.010695538,0.04370197,0.003550477,0.010680762,-9.31E-12,7.45E-11,9.31E-11,0.00E+00,0.00E+00,0.00E+00,-2.56E-21,1.03E-17,1.22E-18,-1.99E-17,-3.14E-17,0,0,-6.408621,0,25793.613,3042.7668,0,-49655.105,-78485.08,7.80E-11,0,0,0,0,7.80E-11
0.76,0.9716644,-0.015656363,-0.014802861,0.1,0,0,0,0,-1.85E-05,-0.05442165,0.0013649,0.01221546,0.04557835,0.0013649,0.012196955,1.86E-11,0.00E+00,3.73E-11,0.00E+00,0.00E+00,0.00E+00,-2.20E-21,9.75E-18,1.40E-18,-1.99E-17,-3.11E-17,0,0,-5.508047,0,24373.045,3505.3289,0,-49860.29,-77733.16,7.80E-11,0,0,0,0,7.80E-11
0.77,0.9604726,0.003883525,-0.012083215,0.1,0,0,0,0,-1.51E-05,-0.05241505,-0.00116886,0.00919383,0.047584955,-0.00116886,0.009178726,9.31E-12,9.31E-11,-9.78E-11,0.00E+00,0.00E+00,0.00E+00,-1.71E-21,9.12E-18,1.60E-18,-2.00E-17,-3.07E-17,0,0,-4.2657294,0,22792.73,4008.087,0,-50041.254,-76837.805,7.80E-11,0,0,0,0,7.80E-11
0.78,0.9561271,0.014063583,-0.004520888,0.1,0,0,0,0,-5.65E-06,-0.051252652,-0.002623135,0.002936506,0.04874735,-0.002623136,0.002930854,-3.73E-11,-1.30E-10,-1.49E-10,0.00E+00,0.00E+00,0.00E+00,-1.51E-21,8.92E-18,1.59E-18,-2.01E-17,-3.06E-17,0,0,-3.7823527,0,22301.62,3981.455,0,-50210.875,-76490.17,7.80E-11,0,0,0,0,7.80E-11
0.79,0.95901,0.011155598,0.003871779,0.1,0,0,0,0,4.84E-06,-0.050986543,-2.13E-03,-0.003542536,0.049013462,-2.13E-03,-0.003537696,3.73E-11,-2.98E-10,1.68E-10,0.00E+00,0.00E+00,0.00E+00,-2.11E-21,9.02E-18,1.52E-18,-2.02E-17,-3.07E-17,0,0,-5.2746015,0,22540.562,3794.143,0,-50391.37,-76720.805,7.80E-11,0,0,0,0,7.80E-11
0.8,0.96143645,0.000428145,0.007722563,0.1,0,0,0,0,9.65E-06,-0.051515568,-0.000535984,-0.006747754,0.04848444,-0.000535984,-0.006738101,-9.31E-11,4.19E-11,5.59E-11,0.00E+00,0.00E+00,0.00E+00,-1.93E-21,8.99E-18,1.55E-18,-2.02E-17,-3.08E-17,0,0,-4.8261075,0,22487.32,3863.03,0,-50569.406,-76914.93,7.80E-11,0,0,0,0,7.80E-11
0.81,0.96279615,-0.01342314,0.007806871,0.1,0,0,0,0,9.76E-06,-0.052886654,0.001135114,-0.006764058,0.047113355,0.001135114,-0.0067543,4.66E-11,1.86E-10,-9.31E-11,0.00E+00,0.00E+00,0.00E+00,-1.68E-21,9.08E-18,1.43E-18,-2.03E-17,-3.08E-17,0,0,-4.193269,0,22690.633,3587.2976,0,-50749.953,-77023.69,7.80E-11,0,0,0,0,7.80E-11
0.82,0.96631163,-0.02313709,0.004152574,0.1,0,0,0,0,5.19E-06,-0.054385573,0.002289342,-0.003714351,0.045614425,0.002289342,-0.00370916,5.82E-11,7.45E-11,-1.86E-10,0.00E+00,0.00E+00,0.00E+00,-1.40E-21,9.29E-18,1.28E-18,-2.04E-17,-3.09E-17,0,0,-3.5097396,0,23218.447,3194.2122,0,-50895.77,-77304.92,7.80E-11,0,0,0,0,7.80E-11
0.83,0.9751892,-0.025282914,-0.003213429,0.1,0,0,0,0,-4.02E-06,-0.05577646,0.002035785,0.002065639,0.044223547,0.002035785,0.002061621,-9.08E-11,3.73E-11,-4.66E-11,0.00E+00,0.00E+00,0.00E+00,-1.81E-21,9.76E-18,1.03E-18,-2.04E-17,-3.12E-17,0,0,-4.521945,0,24390.785,2572.7896,0,-51056.09,-78015.15,7.80E-11,0,0,0,0,7.80E-11
0.84,0.9820823,-0.01669746,-0.008356649,0.1,0,0,0,0,-1.04E-05,-0.056362867,4.26E-04,0.007125478,0.043637138,4.26E-04,0.007115032,2.56E-11,-5.59E-11,4.66E-11,0.00E+00,0.00E+00,0.00E+00,-1.86E-21,9.98E-18,9.69E-19,-2.05E-17,-3.14E-17,0,0,-4.641691,0,24938.686,2421.5952,0,-51210.945,-78566.59,7.80E-11,0,0,0,0,7.80E-11
0.85,0.9832801,-0.000325291,-0.009186243,0.1,0,0,0,0,-1.15E-05,-0.05627792,-6.03E-04,0.008858477,0.043722086,-6.03E-04,0.008846995,-9.31E-12,0.00E+00,-1.68E-10,0.00E+00,0.00E+00,0.00E+00,-1.75E-21,9.94E-18,9.73E-19,-2.06E-17,-3.15E-17,0,0,-4.3782344,0,24857.447,2433.1384,0,-51376.2,-78662.41,7.80E-11,0,0,0,0,7.80E-11
0.86,0.9794388,0.01495778,-0.00717853,0.1,0,0,0,0,-8.97E-06,-0.055956654,-6.92E-04,0.007006139,0.044043347,-6.92E-04,0.006997165,-3.73E-11,-5.59E-11,-3.73E-11,0.00E+00,0.00E+00,0.00E+00,-1.22E-21,9.65E-18,1.09E-18,-2.06E-17,-3.13E-17,0,0,-3.042398,0,24117.47,2720.8284,0,-51519.844,-78355.1,7.80E-11,0,0,0,0,7.80E-11
0.87,0.97781974,0.023855126,-0.003412886,0.1,0,0,0,0,-4.27E-06,-0.05610108,-0.000757723,0.002834277,0.043898925,-0.000757723,0.002830011,0.00E+00,-3.73E-11,-1.12E-10,0.00E+00,0.00E+00,0.00E+00,-1.02E-21,9.50E-18,1.14E-18,-2.07E-17,-3.13E-17,0,0,-2.5378773,0,23742.97,2843.3303,0,-51641.82,-78225.58,7.80E-11,0,0,0,0,7.80E-11
0.88,0.9819922,0.024271829,0.001032612,0.1,0,0,0,0,1.29E-06,-0.056671012,-0.000818186,-0.001283435,0.043328986,-0.000818186,-0.001282144,9.31E-12,2.79E-11,-1.35E-10,0.00E+00,0.00E+00,0.00E+00,-1.54E-21,9.74E-18,9.80E-19,-2.07E-17,-3.14E-17,0,0,-3.8418143,0,24351.62,2450.0095,0,-51761.59,-78559.38,7.80E-11,0,0,0,0,7.80E-11
0.89,0.9857724,0.01927527,0.004149154,0.1,0,0,0,0,5.19E-06,-0.056838073,-0.000708807,-0.003771906,0.043161932,-0.000708807,-0.003766719,3.73E-11,9.31E-11,2.79E-11,0.00E+00,0.00E+00,0.00E+00,-1.83E-21,9.91E-18,8.85E-19,-2.08E-17,-3.15E-17,0,0,-4.5775294,0,24764.438,2213.055,0,-51888.87,-78861.78,7.80E-11,0,0,0,0,7.80E-11
0.9,0.98293465,0.010070947,0.006319241,0.1,0,0,0,0,7.90E-06,-0.05620486,-0.000277573,-0.005745058,0.043795146,-0.000277573,-0.005737159,-3.73E-11,1.21E-10,1.30E-10,0.00E+00,0.00E+00,0.00E+00,-1.47E-21,9.66E-18,9.82E-19,-2.08E-17,-3.15E-17,0,0,-3.666103,0,24150.422,2454.7805,0,-52033.246,-78634.77,7.80E-11,0,0,0,0,7.80E-11
0.91,0.9756183,-0.001304735,0.006621181,0.1,0,0,0,0,8.28E-06,-0.055324197,-0.000103976,-0.006470351,0.044675805,-0.000103976,-0.006462075,-9.31E-12,-3.73E-11,1.86E-11,0.00E+00,0.00E+00,0.00E+00,-1.21E-21,9.31E-18,1.04E-18,-2.09E-17,-3.12E-17,0,0,-3.0363805,0,23286.277,2610.2258,0,-52155.996,-78049.47,7.80E-11,0,0,0,0,7.80E-11
0.92,0.96944773,-0.011489735,0.004713601,0.1,0,0,0,0,5.89E-06,-0.054310087,-0.000103433,-4.73E-03,0.04568991,-0.000103433,-4.72E-03,4.66E-11,5.59E-11,8.38E-11,0.00E+00,0.00E+00,0.00E+00,-1.15E-21,9.04E-18,1.08E-18,-2.09E-17,-3.10E-17,0,0,-2.87807,0,22590.617,2701.9653,0,-52266.12,-77555.82,7.80E-11,0,0,0,0,7.80E-11
0.93,0.96821487,-0.016882546,0.000974823,0.10000001,0,0,0,0,1.22E-06,-0.053251058,6.05E-05,-0.000930456,0.04674895,6.05E-05,-0.000929238,9.31E-12,-1.86E-11,-5.59E-11,0.00E+00,0.00E+00,0.00E+00,-1.34E-21,9.00E-18,1.03E-18,-2.10E-17,-3.10E-17,0,0,-3.342686,0,22501.648,2573.7273,0,-52385.164,-77457.195,7.80E-11,0,0,0,0,7.80E-11
0.94,0.968442,-0.014976317,-0.002958857,0.1,0,0,0,0,-3.70E-06,-0.052590307,0.000403166,0.003294956,0.04740969,0.000403165,0.003291258,-9.31E-12,-1.86E-11,3.73E-11,0.00E+00,0.00E+00,0.00E+00,-1.51E-21,9.01E-18,9.74E-19,-2.10E-17,-3.10E-17,0,0,-3.7671933,0,22535.346,2435.709,0,-52508.08,-77475.37,7.80E-11,0,0,0,0,7.80E-11
0.95,0.96618384,-0.005573334,-0.006719964,0.1,0,0,0,0,-8.40E-06,-0.052471045,0.000653695,0.006924922,0.047528952,0.000653695,0.006916523,-9.31E-12,1.12E-10,1.30E-10,0.00E+00,0.00E+00,0.00E+00,-1.16E-21,8.82E-18,1.04E-18,-2.11E-17,-3.09E-17,0,0,-2.8911853,0,22060.943,2611.2563,0,-52625.406,-77294.72,7.80E-11,0,0,0,0,7.80E-11
0.96,0.9662535,0.008613864,-0.008219269,0.1,0,0,0,0,-1.03E-05,-0.0531784,0.000433846,0.007970807,0.046821598,0.000433846,0.007960533,4.66E-11,9.31E-11,-3.73E-11,0.00E+00,0.00E+00,0.00E+00,-9.97E-22,8.86E-18,9.73E-19,-2.11E-17,-3.09E-17,0,0,-2.4928937,0,22146.105,2432.807,0,-52723.863,-77300.28,7.80E-11,0,0,0,0,7.80E-11
0.97,0.9720597,0.022179946,-0.006841815,0.1,0,0,0,0,-8.55E-06,-0.054426946,-0.000172825,0.006303323,0.04557305,-0.000172825,0.006294772,0.00E+00,0.00E+00,9.31E-11,0.00E+00,0.00E+00,0.00E+00,-1.18E-21,9.15E-18,8.25E-19,-2.11E-17,-3.11E-17,0,0,-2.9576602,0,22884.283,2063.5398,0,-52819.91,-77764.78,7.80E-11,0,0,0,0,7.80E-11
0.98,0.9801561,0.030601136,-0.003267935,0.10000001,0,0,0,0,-4.08E-06,-0.055694338,-0.000893927,0.002465989,0.044305664,-0.000893927,0.002461904,8.15E-12,1.49E-10,-7.45E-11,0.00E+00,0.00E+00,0.00E+00,-1.26E-21,9.44E-18,7.53E-19,-2.12E-17,-3.14E-17,0,0,-3.1430976,0,23600.992,1882.9285,0,-52931.71,-78412.484,7.80E-11,0,0,0,0,7.80E-11
0.99,0.9845464,0.030533336,0.000243726,0.1,0,0,0,0,3.05E-07,-0.05641646,-0.00118488,-0.001319628,0.043583535,-0.001184881,-0.001319323,2.33E-12,0.00E+00,-5.59E-11,0.00E+00,0.00E+00,0.00E+00,-1.30E-21,9.56E-18,7.29E-19,-2.12E-17,-3.15E-17,0,0,-3.2444456,0,23911.113,1821.3644,0,-53034.48,-78763.72,7.80E-11,0,0,0,0,7.80E-11
1,0.9845273,0.023798047,0.003567526,0.1,0,0,0,0,4.46E-06,-0.056713108,-0.001426538,-4.65E-03,0.043286897,-0.001426538,-4.65E-03,1.63E-11,0.00E+00,1.12E-10,0.00E+00,0.00E+00,0.00E+00,-1.14E-21,9.51E-18,7.41E-19,-2.13E-17,-3.15E-17,0,0,-2.8573256,0,23779.902,1852.7794,0,-53132.355,-78762.18,7.80E-11,0,0,0,0,7.80E-11
1.01,0.9827251,0.012353621,0.005459193,0.1,0,0,0,0,6.82E-06,-0.05668812,-0.00111853,-0.005689038,0.04331188,-0.00111853,-0.005682213,-2.33E-11,-3.73E-11,1.30E-10,0.00E+00,0.00E+00,0.00E+00,-9.00E-22,9.37E-18,7.93E-19,-2.13E-17,-3.14E-17,0,0,-2.2503157,0,23421.793,1981.7156,0,-53216.754,-78618.01,7.80E-11,0,0,0,0,7.80E-11
1.02,0.9829015,0.002823056,0.003164401,0.1,0,0,0,0,3.96E-06,-0.056472193,-0.000150509,-0.002490235,0.04352781,-0.000150509,-0.002486279,-1.63E-11,4.66E-12,-5.59E-11,0.00E+00,0.00E+00,0.00E+00,-8.03E-22,9.31E-18,8.23E-19,-2.13E-17,-3.15E-17,0,0,-2.0070646,0,23276.305,2058.0996,0,-53299.73,-78632.12,7.80E-11,0,0,0,0,7.80E-11
1.03,0.9850014,0.002762496,-0.001052616,0.1,0,0,0,0,-1.32E-06,-0.056221675,0.000222679,0.001692587,0.043778323,0.000222679,0.001691271,1.86E-11,7.45E-11,6.52E-11,0.00E+00,0.00E+00,0.00E+00,-1.20E-21,9.45E-18,7.20E-19,-2.14E-17,-3.15E-17,0,0,-2.993427,0,23624.41,1798.8428,0,-53379.86,-78800.12,7.80E-11,0,0,0,0,7.80E-11
1.04,0.984505,0.009972773,-0.004148332,0.1,0,0,0,0,-5.19E-06,-0.05580692,-2.66E-04,0.004124641,0.044193085,-2.66E-04,0.004119456,-2.33E-11,-5.59E-11,1.02E-10,0.00E+00,0.00E+00,0.00E+00,-1.18E-21,9.41E-18,7.03E-19,-2.14E-17,-3.15E-17,0,0,-2.9575596,0,23530.148,1758.6865,0,-53474.516,-78760.4,7.80E-11,0,0,0,0,7.80E-11
1.05,0.98063475,0.019153725,-0.004347836,0.1,0,0,0,0,-5.43E-06,-0.05524172,-0.000999805,0.004230844,0.044758283,-0.000999805,0.004225409,9.31E-12,1.12E-10,-5.59E-11,0.00E+00,0.00E+00,0.00E+00,-9.83E-22,9.20E-18,7.57E-19,-2.14E-17,-3.14E-17,0,0,-2.4583108,0,22997.02,1893.1893,0,-53563.03,-78450.78,7.80E-11,0,0,0,0,7.80E-11
1.06,0.97694135,0.025584819,-0.002631694,0.10000001,0,0,0,0,-3.29E-06,-0.054719362,-0.001039464,0.002971228,0.04528064,-0.001039464,0.002967939,-5.94E-11,2.05E-10,3.73E-11,0.00E+00,0.00E+00,0.00E+00,-8.86E-22,9.02E-18,7.91E-19,-2.15E-17,-3.13E-17,0,0,-2.2140937,0,22543.05,1977.6112,0,-53636.863,-78155.305,7.80E-11,0,0,0,0,7.80E-11
1.07,0.9750446,0.028997248,-9.31E-05,0.10000001,0,0,0,0,-1.16E-07,-0.05424145,-0.000627047,0.000525487,0.045758557,-0.000627046,0.00052537,-6.52E-11,-5.59E-11,3.73E-11,0.00E+00,0.00E+00,0.00E+00,-1.00E-21,8.94E-18,7.77E-19,-2.15E-17,-3.12E-17,0,0,-2.5086915,0,22347.908,1942.5105,0,-53715.66,-78003.57,7.80E-11,0,0,0,0,7.80E-11
1.08,0.97441995,0.027108142,0.003859095,0.1,0,0,0,0,4.82E-06,-0.053874277,-6.53E-04,-0.003463168,0.04612572,-6.53E-04,-0.003458344,2.33E-11,7.45E-11,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-9.39E-22,8.89E-18,7.74E-19,-2.15E-17,-3.12E-17,0,0,-2.3482296,0,22224.42,1934.6028,0,-53796.93,-77953.6,7.80E-11,0,0,0,0,7.80E-11
1.09,0.9738028,0.017338317,0.008540802,0.10000001,0,0,0,0,1.07E-05,-0.053803634,-0.000759191,-0.00780546,0.04619636,-0.000759191,-0.007794784,-1.86E-11,3.73E-11,1.86E-11,0.00E+00,0.00E+00,0.00E+00,-9.11E-22,8.89E-18,7.25E-19,-2.16E-17,-3.12E-17,0,0,-2.2785242,0,22215.336,1811.6486,0,-53879.523,-77904.23,7.80E-11,0,0,0,0,7.80E-11
1.1,0.9728276,0.002149067,0.011484848,0.1,0,0,0,0,1.44E-05,-0.054026302,-0.000498201,-0.010224267,0.045973696,-0.000498201,-0.010209911,-5.94E-11,5.59E-11,-5.59E-11,0.00E+00,0.00E+00,0.00E+00,-7.30E-22,8.82E-18,7.27E-19,-2.16E-17,-3.11E-17,0,0,-1.8238698,0,22060.865,1816.465,0,-53950.695,-77826.2,7.80E-11,0,0,0,0,7.80E-11
1.11,0.97434175,-0.016244601,0.011592425,0.10000001,0,0,0,0,1.45E-05,-0.05458908,0.000263267,-0.009758105,0.045410927,0.000263267,-0.009743614,-4.66E-11,5.59E-11,-7.45E-11,0.00E+00,0.00E+00,0.00E+00,-8.41E-22,8.89E-18,6.85E-19,-2.16E-17,-3.12E-17,0,0,-2.1023011,0,22218.96,1712.7964,0,-54017.69,-77947.35,7.80E-11,0,0,0,0,7.80E-11
1.12,0.97882676,-0.030124836,0.008485537,0.1,0,0,0,0,1.06E-05,-0.05499468,0.001266344,-0.006740966,0.045005318,0.001266344,-0.00673036,-1.40E-11,-3.73E-11,1.86E-11,0.00E+00,0.00E+00,0.00E+00,-1.01E-21,9.08E-18,6.09E-19,-2.16E-17,-3.13E-17,0,0,-2.5338247,0,22705.143,1521.6517,0,-54081.88,-78306.14,7.80E-11,0,0,0,0,7.80E-11
1.13,0.98242944,-0.0375421,0.002738338,0.10000001,0,0,0,0,3.42E-06,-0.05507329,0.001990277,-0.001889098,0.044926718,0.001990277,-0.001885676,-2.33E-11,9.31E-12,3.73E-11,0.00E+00,0.00E+00,0.00E+00,-9.56E-22,9.12E-18,6.51E-19,-2.17E-17,-3.14E-17,0,0,-2.3888803,0,22808.383,1627.8615,0,-54160.51,-78594.35,7.80E-11,0,0,0,0,7.80E-11
1.14,0.9823047,-0.03651425,-0.002366464,0.1,0,0,0,0,-2.96E-06,-0.055096913,0.002063273,0.0023328,0.04490309,0.002063273,0.002329842,-2.33E-11,-5.59E-11,-8.38E-11,0.00E+00,0.00E+00,0.00E+00,-7.84E-22,9.02E-18,7.24E-19,-2.17E-17,-3.14E-17,0,0,-1.959384,0,22548.123,1809.4878,0,-54228.73,-78584.38,7.80E-11,0,0,0,0,7.80E-11
1.15,0.9811856,-0.02878833,-0.005881935,0.1,0,0,0,0,-7.35E-06,-0.05541592,0.001485104,0.005082666,0.04458408,0.001485104,0.005075314,-9.31E-12,-8.85E-11,3.73E-11,0.00E+00,0.00E+00,0.00E+00,-7.47E-22,9.00E-18,6.83E-19,-2.17E-17,-3.14E-17,0,0,-1.8669859,0,22496.404,1708.232,0,-54292.074,-78494.85,7.80E-11,0,0,0,0,7.80E-11
1.16,0.98209167,-0.018302808,-0.005420386,0.1,0,0,0,0,-6.78E-06,-0.055899292,0.000226912,0.004653132,0.044100713,0.000226912,0.004646357,-9.31E-12,1.86E-11,7.45E-11,0.00E+00,0.00E+00,0.00E+00,-6.30E-22,9.07E-18,6.15E-19,-2.17E-17,-3.14E-17,0,0,-1.5741326,0,22683.88,1537.0386,0,-54347.99,-78567.33,7.80E-11,0,0,0,0,7.80E-11
1.17,0.9853193,-0.011798841,-0.001002075,0.1,0,0,0,0,-1.25E-06,-0.05626381,-0.00087355,0.001013857,0.04373619,-0.00087355,0.001012604,4.66E-11,1.40E-10,-1.86E-11,0.00E+00,0.00E+00,0.00E+00,-7.34E-22,9.23E-18,5.44E-19,-2.18E-17,-3.15E-17,0,0,-1.8353381,0,23067.766,1358.9775,0,-54400.637,-78825.55,7.80E-11,0,0,0,0,7.80E-11
1.18,0.98782295,-0.014550141,6.21E-03,0.1,0,0,0,0,7.77E-06,-0.056555066,-0.000940912,-0.004853547,0.043444935,-0.000940912,-0.004845781,-1.86E-11,1.86E-11,9.31E-12,0.00E+00,0.00E+00,0.00E+00,-8.93E-22,9.35E-18,4.72E-19,-2.18E-17,-3.16E-17,0,0,-2.2335563,0,23382.947,1180.2406,0,-54464.887,-79025.83,7.80E-11,0,0,0,0,7.80E-11
1.19,0.98617727,-0.027799048,0.010716945,0.1,0,0,0,0,1.34E-05,-0.05648367,0.000649971,-0.008638606,0.04351633,0.000649971,-0.008625212,-2.10E-11,4.19E-11,-3.73E-11,0.00E+00,0.00E+00,0.00E+00,-8.41E-22,9.26E-18,4.88E-19,-2.18E-17,-3.16E-17,0,0,-2.1026807,0,23146.875,1220.1958,0,-54529.21,-78894.18,7.80E-11,0,0,0,0,7.80E-11
1.2,0.98269945,-0.043052696,0.009748222,0.1,0,0,0,0,1.22E-05,-0.05599826,0.002478926,-0.008212197,0.04400175,0.002478926,-0.008200012,-2.21E-11,3.73E-11,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-5.85E-22,9.03E-18,5.84E-19,-2.18E-17,-3.14E-17,0,0,-1.4627249,0,22577.852,1460.7292,0,-54578.84,-78615.95,7.80E-11,0,0,0,0,7.80E-11
1.21,0.9806044,-0.054898553,0.004112658,0.10000001,0,0,0,0,5.14E-06,-0.0552793,0.003460312,-0.00395229,0.0447207,0.003460312,-0.003947148,-1.86E-11,6.98E-12,-3.73E-11,0.00E+00,0.00E+00,0.00E+00,-5.94E-22,8.90E-18,6.27E-19,-2.19E-17,-3.14E-17,0,0,-1.4849681,0,22252.465,1568.6488,0,-54628.727,-78448.36,7.80E-11,0,0,0,0,7.80E-11
